Exit Trade Id,Column,Size,Entry Order Id,Entry Index,Avg Entry Price,Entry Fees,Exit Order Id,Exit Index,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,Symbol,Strategy,posSize_raw,posSize_riskAdj,shares,pnl_excFriction,EntryTime,ExitTime,entryTime_text,exitTime_text
0,0,0.1927803749578293,0,130,5187.25,0.0,1,164,5183.75,0.0,-0.6747313123523782,-0.0006747313123523781,Long,Closed,0,ES,0,1,1,3.7164272968881255e-05,-0.0001300749553910844,1704139860000000000,1704141900000000000,2024-01-01 15:11:00,2024-01-01 15:45:00
1,0,-0.19291053773812394,1,164,5183.75,0.0,2,255,5185.25,0.0,-0.28936580660717937,-0.00028936580660717936,Short,Closed,1,ES,0,1,1,-3.7214475570412145e-05,-5.582171335561822e-05,1704141900000000000,1704147360000000000,2024-01-01 15:45:00,2024-01-01 17:16:00
2,0,0.1928547321729907,2,255,5185.25,0.0,3,279,5184.25,0.0,-0.19285473217303206,-0.00019285473217303204,Long,Closed,2,ES,0,1,1,3.7192947721515976e-05,-3.7192947721515976e-05,1704147360000000000,1704148800000000000,2024-01-01 17:16:00,2024-01-01 17:40:00
3,0,-0.1928919322949318,3,279,5184.25,0.0,4,286,5185.0,0.0,-0.1446689492212272,-0.00014466894922122718,Short,Closed,3,ES,0,1,1,-3.7207297544472545e-05,-2.7905473158354407e-05,1704148800000000000,1704149220000000000,2024-01-01 17:40:00,2024-01-01 17:47:00
4,0,0.19286403085824494,4,286,5185.0,0.0,5,437,5186.5,0.0,0.28929604628740435,0.00028929604628740433,Long,Closed,4,ES,0,1,1,3.7196534398890056e-05,5.579480159833509e-05,1704149220000000000,1704158280000000000,2024-01-01 17:47:00,2024-01-01 20:18:00
5,0,-0.19280825219319386,5,437,5186.5,0.0,6,498,5189.0,0.0,-0.4820206304829071,-0.0004820206304829071,Short,Closed,5,ES,0,1,1,-3.7175022113794244e-05,-9.293755528448561e-05,1704158280000000000,1704161940000000000,2024-01-01 20:18:00,2024-01-01 21:19:00
6,0,0.1927153594141453,6,498,5189.0,0.0,7,616,5187.0,0.0,-0.3854307188282746,-0.0003854307188282746,Long,Closed,6,ES,0,1,1,3.71392097541232e-05,-7.42784195082464e-05,1704161940000000000,1704169020000000000,2024-01-01 21:19:00,2024-01-01 23:17:00
7,0,-0.19278966647387696,7,616,5187.0,0.0,8,914,5150.0,0.0,7.133217659533443,0.007133217659533445,Short,Closed,7,ES,0,1,1,-3.716785549910873e-05,0.0013752106534670229,1704169020000000000,1704186900000000000,2024-01-01 23:17:00,2024-01-02 04:15:00
8,0,0.19417475728155342,8,914,5150.0,0.0,9,951,5144.5,0.0,-1.067961165048473,-0.001067961165048473,Long,Closed,8,ES,0,1,1,3.770383636535018e-05,-0.00020737110000942598,1704186900000000000,1704189120000000000,2024-01-02 04:15:00,2024-01-02 04:52:00
9,0,-0.1943823500826125,9,951,5144.5,0.0,10,975,5146.25,0.0,-0.3401691126446167,-0.0003401691126446167,Short,Closed,9,ES,0,1,1,-3.7784498023639326e-05,-6.612287154136882e-05,1704189120000000000,1704190560000000000,2024-01-02 04:52:00,2024-01-02 05:16:00
10,0,0.19431624969638084,10,975,5146.25,0.0,11,987,5144.5,0.0,-0.34005343696867385,-0.0003400534369686739,Long,Closed,10,ES,0,1,1,3.7758804896066234e-05,-6.607790856811591e-05,1704190560000000000,1704191280000000000,2024-01-02 05:16:00,2024-01-02 05:28:00
11,0,-0.1943823500826125,11,987,5144.5,0.0,12,1035,5149.25,0.0,-0.9233161628924336,-0.0009233161628924336,Short,Closed,11,ES,0,1,1,-3.7784498023639326e-05,-0.00017947636561228678,1704191280000000000,1704194160000000000,2024-01-02 05:28:00,2024-01-02 06:16:00
12,0,0.19420303927756466,12,1035,5149.25,0.0,13,1143,5151.25,0.0,0.38840607855513554,0.00038840607855513564,Long,Closed,12,ES,0,1,1,3.7714820464643326e-05,7.542964092928665e-05,1704194160000000000,1704200640000000000,2024-01-02 06:16:00,2024-01-02 08:04:00
13,0,-0.1941276389225916,13,1143,5151.25,0.0,14,1316,5149.0,0.0,0.43678718757587376,0.0004367871875758738,Short,Closed,13,ES,0,1,1,-3.7685540193660104e-05,8.479246543573524e-05,1704200640000000000,1704211020000000000,2024-01-02 08:04:00,2024-01-02 10:57:00
14,0,0.19421246844047385,14,1316,5149.0,0.0,15,1412,5153.25,0.0,0.8254029908720213,0.0008254029908720214,Long,Closed,14,ES,0,1,1,3.771848289774206e-05,0.00016030355231540374,1704211020000000000,1704220380000000000,2024-01-02 10:57:00,2024-01-02 13:33:00
15,0,-0.19405229709406685,15,1412,5153.25,0.0,16,1441,5153.5,0.0,-0.048513074273500933,-4.851307427350093e-05,Short,Closed,15,ES,0,1,1,-3.765629400748399e-05,-9.414073501870997e-06,1704220380000000000,1704222120000000000,2024-01-02 13:33:00,2024-01-02 14:02:00
16,0,0.19404288347724846,16,1441,5153.5,0.0,17,1446,5153.75,0.0,0.04851072086921704,4.8510720869217036e-05,Long,Closed,16,ES,0,1,1,3.765264062816502e-05,9.413160157041256e-06,1704222120000000000,1704222420000000000,2024-01-02 14:02:00,2024-01-02 14:07:00
17,0,-0.19403347077370847,17,1446,5153.75,0.0,18,1447,5153.75,0.0,0.0,0.0,Short,Closed,17,ES,0,1,1,-3.764898778049158e-05,-0.0,1704222420000000000,1704222480000000000,2024-01-02 14:07:00,2024-01-02 14:08:00
18,0,0.19403347077370847,18,1447,5153.75,0.0,19,1448,5153.75,0.0,0.0,0.0,Long,Closed,18,ES,0,1,1,3.764898778049158e-05,0.0,1704222480000000000,1704222540000000000,2024-01-02 14:08:00,2024-01-02 14:09:00
19,0,-0.19403347077370847,19,1448,5153.75,0.0,20,1469,5154.0,0.0,-0.04850836769344369,-4.850836769344369e-05,Short,Closed,19,ES,0,1,1,-3.764898778049158e-05,-9.412246945122895e-06,1704222540000000000,1704223800000000000,2024-01-02 14:09:00,2024-01-02 14:30:00
20,0,0.19402405898331393,20,1469,5154.0,0.0,21,1484,5152.25,0.0,-0.33954210322076506,-0.0003395421032207651,Long,Closed,20,ES,0,1,1,3.764533546436048e-05,-6.587933706263084e-05,1704223800000000000,1704224700000000000,2024-01-02 14:30:00,2024-01-02 14:45:00
21,0,-0.19408996069678297,21,1484,5152.25,0.0,22,1569,5151.75,0.0,0.09704498034841436,9.704498034841435e-05,Short,Closed,21,ES,0,1,1,-3.767091284327875e-05,1.8835456421639377e-05,1704224700000000000,1704229800000000000,2024-01-02 14:45:00,2024-01-02 16:10:00
22,0,0.1941087979812685,22,1569,5151.75,0.0,23,1581,5150.75,0.0,-0.1941087979812437,-0.00019410879798124368,Long,Closed,22,ES,0,1,1,3.7678225453732907e-05,-3.7678225453732907e-05,1704229800000000000,1704230520000000000,2024-01-02 16:10:00,2024-01-02 16:22:00
23,0,-0.19414648352181724,23,1581,5150.75,0.0,24,1798,5149.25,0.0,0.2912197252827582,0.00029121972528275817,Short,Closed,23,ES,0,1,1,-3.7692857063887245e-05,5.653928559583087e-05,1704230520000000000,1704243540000000000,2024-01-02 16:22:00,2024-01-02 19:59:00
24,0,0.19420303927756472,24,1798,5149.25,0.0,25,1875,5149.25,0.0,0.0,0.0,Long,Closed,24,ES,0,1,1,3.771482046464334e-05,0.0,1704243540000000000,1704248160000000000,2024-01-02 19:59:00,2024-01-02 21:16:00
25,0,-0.19420303927756472,25,1875,5149.25,0.0,26,1896,5150.75,0.0,-0.2913045589162948,-0.0002913045589162948,Short,Closed,25,ES,0,1,1,-3.771482046464334e-05,-5.657223069696501e-05,1704248160000000000,1704249420000000000,2024-01-02 21:16:00,2024-01-02 21:37:00
26,0,0.19414648352181724,26,1896,5150.75,0.0,27,1966,5150.5,0.0,-0.04853662088044075,-4.853662088044075e-05,Long,Closed,26,ES,0,1,1,3.7692857063887245e-05,-9.423214265971811e-06,1704249420000000000,1704253620000000000,2024-01-02 21:37:00,2024-01-02 22:47:00
27,0,-0.19415590719347636,27,1966,5150.5,0.0,28,2086,5144.0,0.0,1.2620133967575384,0.0012620133967575385,Short,Closed,27,ES,0,1,1,-3.769651629812181e-05,0.00024502735593779176,1704253620000000000,1704260820000000000,2024-01-02 22:47:00,2024-01-03 00:47:00
28,0,0.19440124416796267,28,2086,5144.0,0.0,29,2114,5141.75,0.0,-0.4374027993778782,-0.00043740279937787817,Long,Closed,28,ES,0,1,1,3.779184373405184e-05,-8.503164840161664e-05,1704260820000000000,1704262500000000000,2024-01-03 00:47:00,2024-01-03 01:15:00
29,0,-0.19448631302572084,29,2114,5141.75,0.0,30,2247,5137.0,0.0,0.9238099868721292,0.0009238099868721291,Short,Closed,29,ES,0,1,1,-3.7824925954338665e-05,0.00017966839828310866,1704262500000000000,1704270480000000000,2024-01-03 01:15:00,2024-01-03 03:28:00
30,0,0.19466614755693984,30,2247,5137.0,0.0,31,2284,5131.25,0.0,-1.1193303484524222,-0.0011193303484524223,Long,Closed,30,ES,0,1,1,3.7894909004660274e-05,-0.00021789572677679658,1704270480000000000,1704272700000000000,2024-01-03 03:28:00,2024-01-03 04:05:00
31,0,-0.194884287454324,31,2284,5131.25,0.0,32,2420,5121.75,0.0,1.8514007308160672,0.001851400730816067,Short,Closed,31,ES,0,1,1,-3.797988549657959e-05,0.0003608089122175061,1704272700000000000,1704280860000000000,2024-01-03 04:05:00,2024-01-03 06:21:00
32,0,0.19524576560745838,32,2420,5121.75,0.0,33,2466,5119.0,0.0,-0.5369258554204634,-0.0005369258554204635,Long,Closed,32,ES,0,1,1,3.8120908987642576e-05,-0.00010483249971601709,1704280860000000000,1704283620000000000,2024-01-03 06:21:00,2024-01-03 07:07:00
33,0,-0.1953506544246923,33,2466,5119.0,0.0,34,2468,5118.0,0.0,0.19535065442471478,0.0001953506544247148,Short,Closed,33,ES,0,1,1,-3.816187818415556e-05,3.816187818415556e-05,1704283620000000000,1704283740000000000,2024-01-03 07:07:00,2024-01-03 07:09:00
34,0,0.19538882375928096,34,2468,5118.0,0.0,35,2469,5117.0,0.0,-0.19538882375934463,-0.00019538882375934463,Long,Closed,34,ES,0,1,1,3.8176792450035356e-05,-3.8176792450035356e-05,1704283740000000000,1704283800000000000,2024-01-03 07:09:00,2024-01-03 07:10:00
35,0,-0.19542700801250734,35,2469,5117.0,0.0,36,2501,5124.25,0.0,-1.4168458080906703,-0.00141684580809067,Short,Closed,35,ES,0,1,1,-3.8191715460720603e-05,-0.00027688993709022437,1704283800000000000,1704285720000000000,2024-01-03 07:10:00,2024-01-03 07:42:00
36,0,0.19515050983070692,36,2501,5124.25,0.0,37,2584,5119.75,0.0,-0.8781772942381849,-0.000878177294238185,Long,Closed,36,ES,0,1,1,3.8083721487184844e-05,-0.0001713767466923318,1704285720000000000,1704290700000000000,2024-01-03 07:42:00,2024-01-03 09:05:00
37,0,-0.1953220372088481,37,2584,5119.75,0.0,38,2614,5132.5,0.0,-2.4903559744128643,-0.002490355974412864,Short,Closed,37,ES,0,1,1,-3.8150698219414644e-05,-0.0004864214022975367,1704290700000000000,1704292500000000000,2024-01-03 09:05:00,2024-01-03 09:35:00
38,0,0.19483682415976622,38,2614,5132.5,0.0,39,2648,5118.5,0.0,-2.72771553823668,-0.0027277155382366795,Long,Closed,38,ES,0,1,1,3.7961388048663655e-05,-0.0005314594326812912,1704292500000000000,1704294540000000000,2024-01-03 09:35:00,2024-01-03 10:09:00
39,0,-0.19536973722770345,39,2648,5118.5,0.0,40,2762,5117.25,0.0,0.2442121715346275,0.0002442121715346275,Short,Closed,39,ES,0,1,1,-3.8169334224421895e-05,4.771166778052737e-05,1704294540000000000,1704304980000000000,2024-01-03 10:09:00,2024-01-03 13:03:00
40,0,0.19541746055010012,40,2762,5117.25,0.0,41,2830,5113.0,0.0,-0.8305242073379304,-0.0008305242073379305,Long,Closed,40,ES,0,1,1,3.818798388784994e-05,-0.00016229893152336225,1704304980000000000,1704309060000000000,2024-01-03 13:03:00,2024-01-03 14:11:00
41,0,-0.19557989438685702,41,2830,5113.0,0.0,42,2854,5116.25,0.0,-0.6356346567572473,-0.0006356346567572473,Short,Closed,41,ES,0,1,1,-3.825149508837415e-05,-0.00012431735903721598,1704309060000000000,1704310500000000000,2024-01-03 14:11:00,2024-01-03 14:35:00
42,0,0.19545565599804543,42,2854,5116.25,0.0,43,2954,5116.75,0.0,0.09772782799905144,9.772782799905145e-05,Long,Closed,42,ES,0,1,1,3.820291346162628e-05,1.910145673081314e-05,1704310500000000000,1704316500000000000,2024-01-03 14:35:00,2024-01-03 16:15:00
43,0,-0.1954365564078761,43,2954,5116.75,0.0,44,3011,5117.25,0.0,-0.0977182782038426,-9.771827820384259e-05,Short,Closed,43,ES,0,1,1,-3.819544758056894e-05,-1.909772379028447e-05,1704316500000000000,1704319920000000000,2024-01-03 16:15:00,2024-01-03 17:12:00
44,0,0.19541746055010017,44,3011,5117.25,0.0,45,3039,5116.25,0.0,-0.19541746055006115,-0.00019541746055006112,Long,Closed,44,ES,0,1,1,3.8187983887849955e-05,-3.8187983887849955e-05,1704319920000000000,1704321600000000000,2024-01-03 17:12:00,2024-01-03 17:40:00
45,0,-0.19545565599804543,45,3039,5116.25,0.0,46,3077,5116.75,0.0,-0.09772782799905144,-9.772782799905145e-05,Short,Closed,45,ES,0,1,1,-3.820291346162628e-05,-1.910145673081314e-05,1704321600000000000,1704323880000000000,2024-01-03 17:40:00,2024-01-03 18:18:00
46,0,0.1954365564078761,46,3077,5116.75,0.0,47,3109,5115.5,0.0,-0.24429569550989072,-0.0002442956955098907,Long,Closed,46,ES,0,1,1,3.819544758056894e-05,-4.774430947571117e-05,1704323880000000000,1704325800000000000,2024-01-03 18:18:00,2024-01-03 18:50:00
47,0,-0.1954843123839312,47,3109,5115.5,0.0,48,3205,5116.75,0.0,-0.24435539047988186,-0.00024435539047988186,Short,Closed,47,ES,0,1,1,-3.8214116388218396e-05,-4.7767645485273e-05,1704325800000000000,1704331560000000000,2024-01-03 18:50:00,2024-01-03 20:26:00
48,0,0.1954365564078761,48,3205,5116.75,0.0,49,3331,5117.25,0.0,0.0977182782038426,9.771827820384259e-05,Long,Closed,48,ES,0,1,1,3.819544758056894e-05,1.909772379028447e-05,1704331560000000000,1704339120000000000,2024-01-03 20:26:00,2024-01-03 22:32:00
49,0,-0.19541746055010017,49,3331,5117.25,0.0,50,3396,5118.75,0.0,-0.2931261908252054,-0.00029312619082520535,Short,Closed,49,ES,0,1,1,-3.8187983887849955e-05,-5.728197583177493e-05,1704339120000000000,1704343020000000000,2024-01-03 22:32:00,2024-01-03 23:37:00
50,0,0.1953601953601954,50,3396,5118.75,0.0,51,3399,5118.5,0.0,-0.048840048840020245,-4.884004884002024e-05,Long,Closed,50,ES,0,1,1,3.81656059311737e-05,-9.541401482793426e-06,1704343020000000000,1704343200000000000,2024-01-03 23:37:00,2024-01-03 23:40:00
51,0,-0.1953697372277034,51,3399,5118.5,0.0,52,3402,5118.75,0.0,-0.04884243430683455,-4.884243430683455e-05,Short,Closed,51,ES,0,1,1,-3.816933422442188e-05,-9.54233355610547e-06,1704343200000000000,1704343380000000000,2024-01-03 23:40:00,2024-01-03 23:43:00
52,0,0.1953601953601954,52,3402,5118.75,0.0,53,3430,5116.5,0.0,-0.4395604395604096,-0.00043956043956040953,Long,Closed,52,ES,0,1,1,3.81656059311737e-05,-8.587261334514084e-05,1704343380000000000,1704345060000000000,2024-01-03 23:43:00,2024-01-04 00:11:00
53,0,-0.1954461057363432,53,3430,5116.5,0.0,54,3446,5120.0,0.0,-0.684061370077302,-0.000684061370077302,Short,Closed,53,ES,0,1,1,-3.8199180247501845e-05,-0.00013369713086625645,1704345060000000000,1704346020000000000,2024-01-04 00:11:00,2024-01-04 00:27:00
54,0,0.1953125,54,3446,5120.0,0.0,55,3467,5115.25,0.0,-0.927734375,-0.000927734375,Long,Closed,54,ES,0,1,1,3.814697265625e-05,-0.0001811981201171875,1704346020000000000,1704347280000000000,2024-01-04 00:27:00,2024-01-04 00:48:00
55,0,-0.19549386637994232,55,3467,5115.25,0.0,56,3499,5118.25,0.0,-0.5864815991399155,-0.0005864815991399155,Short,Closed,55,ES,0,1,1,-3.8217851792178746e-05,-0.00011465355537653624,1704347280000000000,1704349200000000000,2024-01-04 00:48:00,2024-01-04 01:20:00
56,0,0.1953792800273531,56,3499,5118.25,0.0,57,3523,5114.5,0.0,-0.7326723001025357,-0.0007326723001025357,Long,Closed,56,ES,0,1,1,3.817306306400686e-05,-0.00014314898649002571,1704349200000000000,1704350640000000000,2024-01-04 01:20:00,2024-01-04 01:44:00
57,0,-0.19552253397204028,57,3523,5114.5,0.0,58,3578,5117.5,0.0,-0.5865676019161583,-0.0005865676019161583,Short,Closed,57,ES,0,1,1,-3.8229061290847644e-05,-0.00011468718387254293,1704350640000000000,1704353940000000000,2024-01-04 01:44:00,2024-01-04 02:39:00
58,0,0.19540791402051783,58,3578,5117.5,0.0,59,3615,5115.5,0.0,-0.39081582804101345,-0.00039081582804101345,Long,Closed,58,ES,0,1,1,3.818425286185009e-05,-7.636850572370018e-05,1704353940000000000,1704356160000000000,2024-01-04 02:39:00,2024-01-04 03:16:00
59,0,-0.19548431238393116,59,3615,5115.5,0.0,60,3710,5111.0,0.0,0.8796794057277566,0.0008796794057277567,Short,Closed,59,ES,0,1,1,-3.821411638821839e-05,0.00017196352374698276,1704356160000000000,1704361860000000000,2024-01-04 03:16:00,2024-01-04 04:51:00
60,0,0.19565642731363725,60,3710,5111.0,0.0,61,3837,5119.75,0.0,1.7119937389943516,0.0017119937389943516,Long,Closed,60,ES,0,1,1,3.828143754913662e-05,0.00033496257855494544,1704361860000000000,1704369480000000000,2024-01-04 04:51:00,2024-01-04 06:58:00
61,0,-0.19532203720884805,61,3837,5119.75,0.0,62,3943,5115.25,0.0,0.8789491674397141,0.0008789491674397143,Short,Closed,61,ES,0,1,1,-3.815069821941463e-05,0.00017167814198736583,1704369480000000000,1704375840000000000,2024-01-04 06:58:00,2024-01-04 08:44:00
62,0,0.19549386637994232,62,3943,5115.25,0.0,63,3965,5111.75,0.0,-0.6842285323297119,-0.000684228532329712,Long,Closed,62,ES,0,1,1,3.8217851792178746e-05,-0.00013376248127262562,1704375840000000000,1704377160000000000,2024-01-04 08:44:00,2024-01-04 09:06:00
63,0,-0.19562772044798749,63,3965,5111.75,0.0,64,4151,5101.25,0.0,2.0540910647038118,0.002054091064703812,Short,Closed,63,ES,0,1,1,-3.827020500767594e-05,0.00040183715258059735,1704377160000000000,1704391920000000000,2024-01-04 09:06:00,2024-01-04 13:12:00
64,0,0.19603038470962997,64,4151,5101.25,0.0,65,4208,5099.5,0.0,-0.3430531732418558,-0.0003430531732418558,Long,Closed,64,ES,0,1,1,3.842791172940553e-05,-6.724884552645968e-05,1704391920000000000,1704395400000000000,2024-01-04 13:12:00,2024-01-04 14:10:00
